unique_id,tracking_code,borough,borough_code,cd,commdist,cb_label,type_br,type,priority,need,request,explanation,location,site_name,address,street_name,street_cross_1,street_cross_2,supporters_1,supporters_2,parent_tracking_code,agency_acronym,agency,agency_category_response,agency_response,geo_function,geom
2596,312202408C,Manhattan,1,12,112,MN 12,C, ,08,Commercial district revitalization,Provide more housing for seniors,"Provide funding to construct affordable, accessible senior housing.",,,,,,,,,,HPD,806,3,The agency will try to accommodate this issue within existing resources.,NO LOCATION DATA,
2311,308202418C,Manhattan,1,08,108,MN 08,C, ,18,Programs to address other public health issues,"Reconstruct or upgrade a park or amenity (i.e. playground, outdoor athletic field)",Fund the reconstruction of Samuel Seabury Playground,Site Name: Samuel Seabury Playground,Samuel Seabury Playground,,,,,,,,DPR,846,8,Contact the Community Board Unit at OMB for information regarding this request.,geosupport_1B_place,0104000020E6100000010000000101000000204432E4D87C52C0CB82893F8A644440
1690,217202410C,Brooklyn,3,17,317,BK 17,C,site,10,NYPD staff and training resources,Renovate or upgrade a senior center,Installation of a commercial kitchen at Remsen Senior Center to provide hot meal preparation for seniors who attend the center.,"Street Name: 3304 Clarendon Road, Brooklyn, New York, NY",,"3304 Clarendon Road, Brooklyn, New York, NY",Clarendon Road,,,,,,DFTA,125,3,Approval of this request depends on sufficient Federal/State funds.,geosupport_1B_address,0104000020E6100000010000000101000000B9D3C465837C52C0794AF81653524440
1977,303202407E,Manhattan,1,03,103,MN 03,E,site,07,"Park, buildings, and access improvements",Other educational programs requests,Increased funding for Bridging the Gap program. This program focuses investments to add social worker and support staff to schools with high homeless population,,,,,,,,,,DOE,40,8,Contact the Community Board Unit at OMB for information regarding this request.,NO LOCATION DATA,
1971,303202404E,Manhattan,1,03,103,MN 03,E, ,04,"Park, buildings, and access improvements",Other facilities for the homeless requests,"Increase funding for more Safe Haven and stabilization beds. (CB 3 is currently experiencing a crisis with the street homeless population. Safe Haven beds are low-threshold housing that enable street homeless to transition to housing and have proven effective. Currently there are not always beds available, especially in home neighborhoods, and people who are living on the street have had to wait for this form of shelter. Single-person units are needed to accommodate those who are not prepared to accept beds in 2-person units.",Site Name: Safe Haven,Safe Haven,,,,,,,,DHS,71,9,"Street outreach services are available 24/7, 365 days a year. By calling 311 or using the 311 app when a homeless individual appears to be in need of assistance, any New Yorker can dispatch an outreach team to that person and help them move indoors. Funding for street outreach has more than doubled in recent years.",GEOCODING FAILED,
1972,303202405C,Manhattan,1,03,103,MN 03,C, ,05,Senior center programs,Renovate or upgrade NYCHA community facilities or open space,"La Guardia Addition is in dire need of elevator upgrade. It is a NYCHA senior citizen building with 23 floors. Many tenants are older, with vulnerabilities and disabilities.",,,,,,,La Guardia Addition,,,NYCHA,996,3,In order to fund this initiative contact local elected officials for appropriations.,NO LOCATION DATA,
1973,303202405E,Manhattan,1,03,103,MN 03,E,site,05,"Park, buildings, and access improvements",Other expense budget request for DYCD,"Increase funding to expand access to after school programs for elementary and high schools. CB 3 is home to more than 17,000 children under 18 years of age, many of whom attend after school programs through Comprehensive After School System of NYC (COMPASS a), which is made up of over 800 programs serving K-12 and SONYC serving grades 6-8. Many of these much-needed programs in the Lower East Side have waitlists.",,,,,,,,,,DYCD,260,4,"Presently, there are a variety of agency-funded programs in the district for this target population.  Additional programs are contingent upon available funding and will be distributed through an RFP process.  Organizations are encouraged to apply.",NO LOCATION DATA,
1975,303202406E,Manhattan,1,03,103,MN 03,E,site,06,Transportation infrastructure,Other foster care and child welfare requests,"Fair Futures Program Explanation: this is a public-private partnership that provides dedicated coaches, tutors and education, employment and housing specialists for youth in foster care ages 11 to 26.",,,,,,,,,,ACS,68,9,The Adams administration increased funding for Fair Futures so that it is available for youth in and leaving foster care until age 26 (was 21) and for youth in/leaving the juvenile justice system.,NO LOCATION DATA,
1978,303202408C,Manhattan,1,03,103,MN 03,C, ,08,Garbage collection and recycling,Other capital budget request for DPR,Funding is needed for new fencing and installation of on-site water in community gardens.,,,,,,,,,,DPR,846,8,Contact the Community Board Unit at OMB for information regarding this request.,NO LOCATION DATA,
3611,501202406C,SI,5,01,501,SI 01,C,general,06,Juvenile justice programs,Provide a new or expand an existing middle/intermediate school,Provide a new or expand an existing middle/intermediate school - Middle schools have exceeded capacity.in Mariners Harbor.,,,,,,,,,,DOE,40,2,Community District is located in a School District with identified seat need.  Location for school will be based on site and funding availability.,NO LOCATION DATA,
1980,303202409C,Manhattan,1,03,103,MN 03,C, ,09,Naturally Occurring Retirement Community (NORC) programs,"Provide a new or expanded park or amenity (i.e. playground, outdoor athletic field)","Funding to reconstruct first floor of Stanton Street park building (storehouse) to create community space and make bathroom accessible to the public. This building should be reconstructed for community use to increase recreational and programmed space as this space is accessible and has a usable bathroom, features which make it appropriate for use by the community in an area with a serious lack of community spaces.",Site Name: Sara Delano Roosevelt Park,Sara Delano Roosevelt Park,,,,,,,,DPR,846,8,Contact the Community Board Unit at OMB for information regarding this request.,GEOCODING FAILED,
1995,303202416E,Manhattan,1,03,103,MN 03,E,site,16,"Park, buildings, and access improvements",Other park programming requests,Recreation Programs. Explanation: Playground Associates provide seasonal recreation activities for children and also maintain facilities and grounds and organize events.,,,,,,,,,,DPR,846,8,Contact the Community Board Unit at OMB for information regarding this request.,NO LOCATION DATA,
2087,304202436E,Manhattan,1,04,104,MN 04,E, ,36,Traffic and traffic flow,Address traffic congestion,Study the creation of bus lane on 9th Avenue from 44th street to 57th street to increase the M11 reliability and consistency of its service.,Street Name: 9th Ave    Cross Street 1: 44th St  Cross Street 2: 44th St,,9th Ave,9th Ave,44th St,44th St,CHEKPEDS,,,DOT,841,8,Further study by the agency of this request is needed.,geosupport_2_street_name,0104000020E6100000010000000101000000F76429BD777F52C0560849D63E614440
1569,215202419E,Brooklyn,3,15,315,BK 15,E, ,19,Sanitation Enforcement,Provide more firefighters or EMS workers,"Brush Fire Unit #6 in Gerritsen Beach, Brooklyn, NY needs additional manpower during brush fire season.",Street Name: 52 Seba Ave,,52 Seba Ave,Seba Ave,,,,,,FDNY,57,8,Further study by the agency of this request is needed.,geosupport_1B_address,0104000020E61000000100000001010000000D8EB246037B52C013690C4F4A4B4440
2597,312202408E,Manhattan,1,12,112,MN 12,E, ,08,Public housing upgrades or renovations,Other transit service requests,"(Revised) Propose modify / Increase funding for subway stations as it relates to maintenance, repairs, and cleaning.",,,,,,,,,,NYCTA,998,10,More information is needed from the community board before making a funding decision. The community board should contact the agency.,NO LOCATION DATA,
2598,312202409C,Manhattan,1,12,112,MN 12,C, ,09,"Park, buildings, and access improvements","Provide more housing for special needs households, such as the formerly homeless",Provide more housing for at-risk and transitioning individuals and families.,,,,,,,,,,HPD,806,3,The agency will try to accommodate this issue within existing resources.,NO LOCATION DATA,
2599,312202409E,Manhattan,1,12,112,MN 12,E, ,09,Park maintenance and safety,Other expense budget request for DEP,(Revised) Increase staff and technology to conduct regular noise enforcement (especially at night) and a community-wide education campaign on noise pollution; air quality monitoring and water quality testing (DEP).,,,,,,,,,,DEP,826,7,The agency will try to accommodate this issue within existing resources.,NO LOCATION DATA,
2600,312202410C,Manhattan,1,12,112,MN 12,C,site,10,"Park, buildings, and access improvements",Other capital budget request for DEP,Install green infrastructure such as bioswales to divert stormwater from the sewer system and address climate change issues in our community  (DEP),,,,,,,,,,DEP,826,9,Further study by the agency of this request is needed.,NO LOCATION DATA,
2601,312202410E,Manhattan,1,12,112,MN 12,E, ,10,Services for homebound older adults,Other facilities and equipment requests,Add speed cameras and humps in 33rd 34th precinct (in areas where there is drag racing or death).,,,,,,,,,,DOT,841,7,Please contact the Borough Commissioner with the specific location(s) of concern.,NO LOCATION DATA,
2602,312202411C,Manhattan,1,12,112,MN 12,C, ,11,"Park, buildings, and access improvements",Other capital budget request for DEP,Expedite the replacement of old water mains and sewer lines in our community.,,,,,,,,,,DEP,826,9,Further study by the agency of this request is needed.,NO LOCATION DATA,
2603,312202411E,Manhattan,1,12,112,MN 12,E, ,11,Building code and zoning enforcement,"Provide, expand, or enhance rental assistance programs/vouchers for permanent housing","Provide more funding for the Homebase Program in CD 12, M to prevent  individuals and families at imminent risk for entering the NYC shelter system.",,,,,,,,,,HRA,96,9,Homelessness prevention is one of the Agency's priorities. Funds have been allocated in the budget for these services.,NO LOCATION DATA,
2609,312202414E,Manhattan,1,12,112,MN 12,E, ,14,Health care facilities,Other programs to address public health issues requests,"Increase substance abuse services in our community, including opioid overdose prevention education, and funding for syringe cleanups and collections",,,,,,,,,,DOHMH,816,3,"DOHMH funds a variety of services related to mental health, alcohol, drug abuse, and depression. We will review and assess the request for additional programming, which would be contingent upon available resources.",NO LOCATION DATA,
