address,agency,bbl,bin,borough,bridgeid,category,description,mappable,maprojid,origin,parkid,parkname,zipcode
2420 BRONXWOOD AVENUE,NYCHA,2044440001.0,2093412.0,BRONX,,"ITT, Vehicles, and Equipment",SECURITY CAMERAS AND LAYERED ACCESS AT PELHAM PARKWAY,,806HAM13BXVA,mapped,,,10469.0
2420 BRONXWOOD AVENUE,NYCHA,2044440001.0,2093412.0,BRONX,,"ITT, Vehicles, and Equipment",SECURITY CAMERAS AND LAYERED ACCESS AT PELHAM PARKWAY,,806HAM13BXVA,mapped,,,10469.0
2420 BRONXWOOD AVENUE,NYCHA,2044440001.0,2093412.0,BRONX,,"ITT, Vehicles, and Equipment",SECURITY CAMERAS AND LAYERED ACCESS AT PELHAM PARKWAY,,806HAM13BXVA,mapped,,,10469.0
2420 BRONXWOOD AVENUE,NYCHA,2044440001.0,2093412.0,BRONX,,"ITT, Vehicles, and Equipment",SECURITY CAMERAS AND LAYERED ACCESS AT PELHAM PARKWAY,,806HAM13BXVA,mapped,,,10469.0
2420 BRONXWOOD AVENUE,NYCHA,2044440001.0,2093412.0,BRONX,,"ITT, Vehicles, and Equipment",SECURITY CAMERAS AND LAYERED ACCESS AT PELHAM PARKWAY,,806HAM13BXVA,mapped,,,10469.0
2420 BRONXWOOD AVENUE,NYCHA,2044440001.0,2093412.0,BRONX,,"ITT, Vehicles, and Equipment",SECURITY CAMERAS AND LAYERED ACCESS AT PELHAM PARKWAY,,806HAM13BXVA,mapped,,,10469.0
2420 BRONXWOOD AVENUE,NYCHA,2044440001.0,2093412.0,BRONX,,"ITT, Vehicles, and Equipment",SECURITY CAMERAS AND LAYERED ACCESS AT PELHAM PARKWAY,,806HAM13BXVA,mapped,,,10469.0
,NYCHA,,,,,Fixed Asset,SEWARD PARK EXT COMMUNITY CENTER UPGRADE,,806HAM12VSUR,mapped,,,
,NYCHA,,,,,Fixed Asset,SEWARD PARK EXT PLAYGROUND RENOVATION,,806HAM14SPPY,mapped,,,
2955 AVENUE W,NYCHA,3073870001.0,3337295.0,BROOKLYN,,"ITT, Vehicles, and Equipment",Sheepshead Bay Houses -- Beautification/Security Cameras,,806HAM17SBTV,mapped,,,11229.0
2955 AVENUE W,NYCHA,3073870001.0,3337295.0,BROOKLYN,,Fixed Asset,SHEEPSHEAD BAY RENOVATE NYCHA PLAYGROUND,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM16SSPL,mapped,,,11229.0
89-09 162ND STREET,NYCHA,4097610036.0,4208882.0,QUEENS,,"ITT, Vehicles, and Equipment",SHELTON HOUSES INSTALLATION OF SECURITY CAMERAS,,806HAM17SHSC,mapped,,,11432.0
1720 SEWARD AVENUE,NYCHA,2035510001.0,2092651.0,BRONX,,"ITT, Vehicles, and Equipment",SOUNDVIEW HOUSES SECURITY CAMERAS,,806HAM12SHTV,mapped,,,10473.0
,NYCHA,,,,,Fixed Asset,SOUTH JAMAICA HOUSES BASKETBALL COURT UPGRADES,,806HAM15SJBC,mapped,,,
649 WESTCHESTER AVENUE,NYCHA,2026280001.0,2093928.0,BRONX,,Fixed Asset,ST. MARY'S PARK PLAYGROUND RENOVATION,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM14SMGD,mapped,,,10455.0
403 EAST 93RD STREET,NYCHA,1015730001.0,1082365.0,MANHATTAN,,Fixed Asset,STANLEY ISAACS NEIGHBORHOOD CENTER SENIOR CENTER KITCHEN,,806HAM09SINB,mapped,,,10128.0
403 EAST 93RD STREET,NYCHA,1015730001.0,1082365.0,MANHATTAN,,Fixed Asset,STANLEY ISAACS NEIGHBORHOOD CENTER SENIOR CENTER KITCHEN,,806HAM14SNBR,mapped,,,10128.0
403 EAST 93RD STREET,NYCHA,1015730001.0,1082365.0,MANHATTAN,,"ITT, Vehicles, and Equipment",STANLEY ISAACS SECURITY CAMERAS,,806HAM16SICC,mapped,,,10128.0
403 EAST 93RD STREET,NYCHA,1015730001.0,1082365.0,MANHATTAN,,Fixed Asset,STANLEY ISAACS UPGRADE OF SENIOR AND YOUTH CENTER COMP. UP,,806HAM15ICNB,mapped,,,10128.0
881 REV JAMES A POLITE AVENUE,NYCHA,2026960005.0,2092000.0,BRONX,,Fixed Asset,STEBBINS AVE- HEWITT PLACE (UNION AVE CONS) EXTERIOR,,806HAM10SHEC,mapped,,,10459.0
881 REV JAMES A POLITE AVENUE,NYCHA,2026960005.0,2092000.0,BRONX,,Fixed Asset,STEBBINS AVENUE - HEWITT PLACE PLAYGROUND RENOVATION,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM14SHPL,mapped,,,10459.0
881 REV JAMES A POLITE AVENUE,NYCHA,2026960005.0,2092000.0,BRONX,,Fixed Asset,STEBBINS AVENUE-HEWITT PLACE INFRASTRUCTURE IMPROVEMENTS,,806HAM15SHGC,mapped,,,10459.0
20 LEWIS AVENUE,NYCHA,3015800001.0,3324731.0,BROOKLYN,,Fixed Asset,SUMNER HOUSES ROOF REPLACEMENT,,806HAM13SURF,mapped,,,11206.0
2940 WEST 31ST STREET,NYCHA,3070490015.0,3321771.0,BROOKLYN,,Fixed Asset,SURF GARDENS DEVELOPMENT - PLAYGROUND RENOVATION,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM16SURF,mapped,,,11224.0
2940 WEST 31ST STREET,NYCHA,3070490015.0,3321771.0,BROOKLYN,,Fixed Asset,SURFSIDE GARDENS/CONEY ISL 4 & 5 - LAYERED ACCESS CONTROLS,,806HAM10SUTV,mapped,,,11224.0
632 WYTHE PLACE,NYCHA,3021750070.0,3059901.0,BROOKLYN,,Fixed Asset,TAYLOR STREET - WYTHE AVENUE GROUNDS IMPROVEMENTS,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM16TWGR,mapped,,,11249.0
632 WYTHE PLACE,NYCHA,3021750070.0,3059901.0,BROOKLYN,,Fixed Asset,TAYLOR WYTHE INDEPENDENCE PARKING LOT RENOVATION,,806HAM17TWPL,mapped,,,11249.0
2824 SCHLEY AVENUE,NYCHA,2055640001.0,2000000.0,BRONX,,"ITT, Vehicles, and Equipment",THROGGS NECK COMMUNITY CENTER TECHNOLOGY UPGRADE,,806HAM16THCC,mapped,,,10465.0
2824 SCHLEY AVENUE,NYCHA,2055640001.0,2000000.0,BRONX,,Fixed Asset,THROGGS NECK HOUSES INSTALL LIGHT POLES AT BALL FIELD,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM15TNLG,mapped,,,10465.0
2824 SCHLEY AVENUE,NYCHA,2055640001.0,2000000.0,BRONX,,Fixed Asset,THROGGS NECK HOUSES LIGHTING,,806HAM06TNIN,mapped,,,10465.0
,NYCHA,,,,,"ITT, Vehicles, and Equipment",Thurgood Marshall Plaza -- Security cameras,,806HAM17TMSC,mapped,,,
815 MANOR ROAD,NYCHA,5007060001.0,5108964.0,STATEN ISLAND,,"ITT, Vehicles, and Equipment",Todt Hill Cameras -- CCTV Security Cameras,,806HAM17THTV,mapped,,,10314.0
815 MANOR ROAD,NYCHA,5007060001.0,5108964.0,STATEN ISLAND,,"ITT, Vehicles, and Equipment",TODT HILL HOUSES SECURITY CAMERAS AND DOORS,,806HAM16THSC,mapped,,,10314.0
,NYCHA,,,,,Fixed Asset,TWO BRIDGES PLAYGROUND RENOVATION,,806HAM17TBPL,mapped,,,
578 BLAKE AVENUE,NYCHA,3037850015.0,3336124.0,BROOKLYN,,Fixed Asset,UNITY PLAZA COMMUNITY CENTER UPGRADE,,806HAM12UPDO,mapped,,,11207.0
356 MADISON STREET,NYCHA,1002600075.0,1083389.0,MANHATTAN,,Fixed Asset,"VLADECK HOUSES - GOOD COMPANIONS SC HVAC, KITCHEN, BATH",,806HAM08VLAD,mapped,,,10002.0
356 MADISON STREET,NYCHA,1002600075.0,1083389.0,MANHATTAN,,"ITT, Vehicles, and Equipment","VLADECK HOUSES- GOOD COMPANIONS/HENRY ST, FIRE ALARM SYSTEM",,806HAM11VLFA,mapped,,,10002.0
,NYCHA,,,,,Fixed Asset,VYSE AVENUE FRONT ENTRANCE DOORS,,806HAM07VYSE,mapped,,,
1773 3RD AVENUE,NYCHA,1016470001.0,1079203.0,MANHATTAN,,Fixed Asset,WASHINGTON HOUSES DAY CARE CENTER PLAYGROUND UPGRADE,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM15WSPL,mapped,,,10029.0
400 EAST 169TH STREET,NYCHA,2023950001.0,2000000.0,BRONX,,Fixed Asset,WEBSTER-MORRISANIA HOUSES SECURITY INSTALLATION,,806HAM16WMSC,mapped,,,10456.0
210 BROADWAY,NYCHA,5001960001.0,5095816.0,STATEN ISLAND,,"ITT, Vehicles, and Equipment",WEST BRIGHTON HOUSES UPGRADING OF DOORS AND SECURITY CAMERAS,,806HAM16WBDR,mapped,,,10310.0
,NYCHA,,,,,Fixed Asset,WHITE HOUSES GROUNDS RENOVATIONS,,806HAM17WHGR,mapped,,,
287 MYRTLE AVENUE,NYCHA,3020400001.0,3345021.0,BROOKLYN,,Fixed Asset,WHITMAN HOUSES - WILLOUGHBY SENIOR CENTER HVAC,,806HAM17WISR,mapped,,,11205.0
287 MYRTLE AVENUE,NYCHA,3020400001.0,3345021.0,BROOKLYN,,"ITT, Vehicles, and Equipment",WHITMAN HOUSES SECURITY CAMERAS,,806HAM16WHCC,mapped,,,11205.0
227 DIVISION AVENUE,NYCHA,3021410019.0,3251682.0,BROOKLYN,,"ITT, Vehicles, and Equipment","WILLIAMS PLAZA SECURITY CAMERAS, INTERCOMS, DOORS",,806HAM17WPSC,mapped,,,11211.0
176 MAUJER STREET,NYCHA,3030260001.0,3327889.0,BROOKLYN,,Fixed Asset,WILLIAMSBURG HOUSES PLAYGROUND RENOVATION,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM16WIPL,mapped,,,11206.0
405 EAST 105TH STREET,NYCHA,1016990001.0,1079367.0,MANHATTAN,,Fixed Asset,WILSON HOUSES BASKETBALL COURT UPGRADE,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM16WIBU,mapped,,,10029.0
,NYCHA,,,,,"ITT, Vehicles, and Equipment",WISE REHAB 54 W. 94TH STREET SECURITY CAMERAS,,806HAM16WRSC,mapped,,,
124 WEST 91ST STREET,NYCHA,1012210007.0,1077128.0,MANHATTAN,,Fixed Asset,WISE TOWERS PLAY AREA UPGRADE,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM15WSGR,mapped,,,10024.0
50-51 BROADWAY,NYCHA,4007380050.0,4430908.0,QUEENS,,Fixed Asset,WOODSIDE HOUSES BASKETBALL COURTS,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM14WDBC,mapped,,,11377.0
50-51 BROADWAY,NYCHA,4007380050.0,4430908.0,QUEENS,,Fixed Asset,WOODSIDE HOUSES PLAYGROUND UPGRADE,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM17WHPL,mapped,,,11377.0
,NYCHA,,,,,Fixed Asset,WSUR SITE A - 120 WEST 94TH STREET SECURITY UPGRADES,,806HAM14WSUA,mapped,,,
,NYCHA,,,,,Fixed Asset,WSUR SITE B- 74 WEST 92ND STREET SECURITY UPGRADES,,806HAM14WSUB,mapped,,,
,NYCHA,,,,,Fixed Asset,WSUR SITE C - 589 AMSTERDAM AVENUE SECURITY UPGRADES,,806HAM14WSUC,mapped,,,
,NYCHA,,,,,Fixed Asset,WSURA REMOVE CONCRETE SLAB AT COMMUNITY CENTER,,806HAM17WSCR,mapped,,,
185 NEVINS STREET,NYCHA,3003940001.0,3336055.0,BROOKLYN,,Fixed Asset,WYCKOFF GARDENS COMMUNITY CENTER UPGRADE,,806HAM12WYCC,mapped,,,11217.0
185 NEVINS STREET,NYCHA,3003940001.0,3336055.0,BROOKLYN,,Fixed Asset,WYCKOFF GARDENS COMMUNITY ROOM,,806HAM10WYCR,mapped,,,11217.0
185 NEVINS STREET,NYCHA,3003940001.0,3336055.0,BROOKLYN,,Fixed Asset,WYCKOFF GARDENS GROUNDS IMPROVEMENTS,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM16WYGR,mapped,,,11217.0
185 NEVINS STREET,NYCHA,3003940001.0,3336055.0,BROOKLYN,,Fixed Asset,WYCKOFF GARDENS TODDLER PLAY AREA UPGRADE,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM15WYPA,mapped,,,11217.0
205 WEST 61ST STREET,NYCHA,1011540101.0,#REF!,#REF!,, Fixed Asset, AMSTERDAM HOUSES ELEVATOR UPGRADE                            ,,806HAM19AMEL,unmapped,,,#REF!
731 TINTON AVENUE,NYCHA,2026540002.0,#REF!,#REF!,, Fixed Asset, BASKETBALL COURTS RENOVATION AT ADAMS HOUSES                 ,,806HAM17BASK,unmapped,,,#REF!
812 ASHFORD STREET,NYCHA,3043550001.0,#REF!,#REF!,, , BOULEVARD BRICKWORK                                          ,,806HAM06BOBK,unmapped,,,#REF!
1605 EAST 174TH STREET,NYCHA,2038860002.0,#REF!,#REF!,, Fixed Asset, Bronx River CC: Children's Arts and Science Workshops        ,,806HAM18BRCC,unmapped,,,#REF!
,NYCHA,,,,, Fixed Asset, BUILDING FACADES                                             ,,806HAM16FACD,unmapped,,,
645 CASTLE HILL AVENUE,NYCHA,2035700001.0,#REF!,#REF!,, Fixed Asset, CASTLE HILL BATHROOMS                                        ,,806HAM24CHBR,unmapped,,,#REF!
645 CASTLE HILL AVENUE,NYCHA,2035700001.0,#REF!,#REF!,, Fixed Asset, CASTLE HILL HOUSES GAS RISER REPLACEMENTS                    ,,806HAM19CAGR,unmapped,,,#REF!
,NYCHA,,,,, , CITYWIDE REPAIRS                                             ,,806HAM13VAEL,unmapped,,,
,NYCHA,,,,, , Claremont Consolidated Security Enhancements                 ,,806HAM18TCCR,unmapped,,,
1145 EAST 229TH STREET,NYCHA,2049050001.0,#REF!,#REF!,, Fixed Asset, EDENWALD GAS RISERS #6                                       ,,806HAM21EWGR,unmapped,,,#REF!
,NYCHA,,,,, Fixed Asset, HVAC at various community centers                            ,,806HAM14HVCC,unmapped,,,
,NYCHA,,,,, Fixed Asset, INSTANTANEOUS HOT WATER HEATERS                              ,,806HAM11IHWH,unmapped,,,
,NYCHA,,,,, Fixed Asset, INSTANTANEOUS HOT WATER HEATERS                              ,,806HAM18IHWH,unmapped,,,
200 LOCKMAN AVENUE,NYCHA,5012450001.0,#REF!,#REF!,, Fixed Asset, Mariner's Harbor Community Center                            ,,806HAM18MHCC,unmapped,,,#REF!
2420 BRONXWOOD AVENUE,NYCHA,2044440001.0,#REF!,#REF!,, Fixed Asset, Pelham Parkway Houses Exterior Lighting Installation         ,,806HAM18PPHL,unmapped,,,#REF!
,NYCHA,,,,, Fixed Asset, PRIOR NOTICE SIDEWALKS - BRONX                               ,,850HWS2014X,unmapped,,,
,NYCHA,,,,, Fixed Asset, RECONSTRUCTION OF COMMON AREAS                               ,,806HAM16VRCA,unmapped,,,
,NYCHA,,,,, Fixed Asset, Renovation of East Tremont Childcare Center                  ,,806HAM18EATR,unmapped,,,
,NYCHA,,,,, Fixed Asset, ROOF WORK AT THURGOOD MARSHALL HOUSES                        ,,806HAM17THUR,unmapped,,,
,NYCHA,,,,, Fixed Asset, ROOF WORK TO PREVENT MOLD AT VARIOUS DEVELOPMENTS            ,,806HAM16MRVR,unmapped,,,
21 SAINT JAMES PLACE,NYCHA,1001110100.0,#REF!,#REF!,, Fixed Asset, SMITH HOUSES INSTALLATION OF GAS RISERS #7                   ,,806HAM22SMGR,unmapped,,,#REF!
1090 ROSEDALE AVENUE,NYCHA,2037250001.0,#REF!,#REF!,, Fixed Asset, SOTOMAYOR HOUSES/MONTEFIORE BEHAVIOR HC - PSYCH CENTER       ,,806HAM18SOMO,unmapped,,,#REF!
215 WEST 127TH STREET,NYCHA,1019330001.0,#REF!,#REF!,, Fixed Asset, ST NICHOLAS HOUSES ELEVATOR UPGRADE                          ,,806HAM19STEL,unmapped,,,#REF!
1740 MADISON AVENUE,NYCHA,1016180001.0,#REF!,#REF!,, Fixed Asset, TAFT HOUSES ELEVATOR REHABILITATION                          ,,806HAM22TAEL,unmapped,,,#REF!
,NYCHA,,,,, Fixed Asset, UNDERGROUND WATER AND FIRE DISTRIBUTION PIPING               ,,806HAM16UPGI,unmapped,,,
,NYCHA,,,,, Fixed Asset, VAN DYKE  II GAS RISERS #10                                ,,806HAM24VDGR,unmapped,,,
370 BLAKE AVENUE,NYCHA,3037770001.0,#REF!,#REF!,, Fixed Asset, VAN DYKE I GAS RISERS #10                                ,,806HAM24VDGR,unmapped,,,#REF!
2396 1ST AVENUE,NYCHA,1018080001.0,#REF!,#REF!,, Fixed Asset, WAGNER HOUSES GAS RISER REPLACEMENTS                         ,,806HAM22WAGR,unmapped,,,#REF!
2396 1ST AVENUE,NYCHA,1018080001.0,#REF!,#REF!,, Fixed Asset, WAGNER HOUSES PLAY AREA UPGRADE                              ,"Yes - Line segment (e.g. roadway, sewer, etc.) or polygon (e.g greenway, waterfront inf)",806HAM17WGPA,unmapped,,,#REF!
,,,,,,, ,,,,,,
1 Police Plaza,NYPD,1190001.0,1079143,NEW YORK,,Fixed Asset,SMART IDENTIFICATION CARD SYSTEM,Yes - Single Building,111PO163CARD,mapped,,,10038.0
1 Police Plaza,NYPD,1190001.0,1079143,NEW YORK,,Lump Sum,CASE MANAGEMENT PROJECT,Yes - Single Building,111PO163CASE,mapped,,,10038.0
1 Police Plaza,NYPD,1190001.0,1079143,NEW YORK,,"ITT, Vehicles, and Equipment",COMPUTER FORENSICS SYSTEM,Yes - Single Building,111PO163CFOR,mapped,,,10038.0
1 Police Plaza,NYPD,1190001.0,1079143,NEW YORK,,,PISTOL PERMIT AND LONG GUN ID CARD SYSTEM,Yes - Single Building,111PO187-77,mapped,,,10038.0
1 Police Plaza,NYPD,1190001.0,1079143,NEW YORK,,,HIGH SPEED SNAPOUT FORMS ROLL COLLATOR,Yes - Single Building,111PO187-PR8,mapped,,,10038.0
1 Police Plaza,NYPD,1190001.0,1079143,NEW YORK,,"ITT, Vehicles, and Equipment",READERS PRINTERS,Yes - Single Building,111PO187-20B,mapped,,,10038.0
1 Police Plaza,NYPD,1190001.0,1079143,NEW YORK,,"ITT, Vehicles, and Equipment",CENTRAL MONITORING SYSTEM,Yes - Single Building,111PO187-6,mapped,,,10038.0
53-15 58th Street,NYPD,4023610150.0,4054276,WOODSIDE,,"ITT, Vehicles, and Equipment",DECAL AND SIGN MANUFACTURING EQUIPMENT,Yes - Single Building,111PO187-MT0,mapped,,,11377.0
1 Police Plaza,NYPD,1190001.0,1079143,NEW YORK,,"ITT, Vehicles, and Equipment",CUSTOM DIGITAL ENLARGEMENT SYSTEM,Yes - Single Building,111PO187-PH2,mapped,,,10038.0
1 POLICE PLZ,NYPD,1190001.0,1079143,NEW YORK,,Fixed Asset,TANK REPLACEMENT AT 1PP,Yes - Single Building,056PO79BMAGS,mapped,,,10038.0
West 38th Street & 12th Avenue,NYPD,1006800001.0,1067973,NEW YORK,,Fixed Asset,PIER 76 ELECTRICAL CONDUIT,Yes - Single Building,801SANDCD14,mapped,,,10018.0
,NYPD,,,,,Fixed Asset,NYPD - 330 WEST 34TH ST.- NYPD RELOCATION,Yes - Single Building,856PO79W34,mapped,,,
235 E 20TH ST::230 E 21ST ST,NYPD,1009010006.0,1019613,NEW YORK,,Fixed Asset,RENOVATION OF OLD POLICE ACADEMY/13TH PCT,Yes - Multi-site,056PO79PA13,mapped,,,10010.0
235 E 20TH ST::230 E 21ST ST,NYPD,1009010006.0,1019613,NEW YORK,,Lump Sum,OLD POLICE ACADEMY AUDITORIUM RENOVATION,Yes - Multi-site,056PO79PAAUD,mapped,,,10010.0
151 W 100TH ST,NYPD,1018550005.0,1055910,NEW YORK,,Fixed Asset,24th Precinct Facade,Yes - Single Building,056PO79BMAIZ,mapped,,,10025.0
West 38th Street & 12th Avenue,NYPD,1006800001.0,1067973,NEW YORK,,Fixed Asset,PIER 76 RECONSTRUCTION,Yes - Single Building,056PO79P76,mapped,,,10018.0
West 38th Street & 12th Avenue,NYPD,1006800001.0,1067973,NEW YORK,,Fixed Asset,PIER 76 ROOF RECONSTRUCTION,Yes - Single Building,056PO79P76R,mapped,,,10018.0
,NYPD,,,,,Fixed Asset,32ND PCT PARKING LOT,Yes - Single Building,056PO79BMAJF,mapped,,,
,NYPD,,,,,Fixed Asset,GARAGE RENOVATION AT ESU AND 26TH PCT,Yes - Single Building,056PO79BMAHC,mapped,,,
299 SOUTH STREET,NYPD,2410013.0,1079600    ,NEW YORK,,Fixed Asset,PIER 36 ELECTRICAL CONDUIT,Yes - Single Building,801SANDCD15,mapped,,,10002.0
,NYPD,,,,,"ITT, Vehicles, and Equipment",NYPD Data Warehouse,Yes - Single Building,111NYPD5DATA,mapped,,,
,NYPD,,,,,Fixed Asset,NYPD Real Time Crime Center,Yes - Single Building,111NYPD5RTCC,mapped,,,
HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,NYPD,,,,,Fixed Asset,HARBOR LAUNCH RANDALL'S ISLAND ELECTRICAL,Yes - Single Building,056SANDCD6,mapped,,,
,NYPD,,,,,,DASNY - 215 E. 161ST ST.- BACKFILL,Yes - Multi-site,856CO294BACK,mapped,,,
,NYPD,,,,,Fixed Asset,44TH PCT HVAC REPLACEMENT,Yes - Single Building,056PO79BMAIA,mapped,,,
,NYPD,,,,,Fixed Asset,"NYPD - 08-147: Old 41st Precinct, 1086 Simpson Street",Yes - Single Building,856E08-00006,mapped,,,
,NYPD,,,,,Fixed Asset,46TH PCT PARKING LOT UPGRADE,Yes - Single Building,056POX46LOT,mapped,,,
,NYPD,,,,,"ITT, Vehicles, and Equipment",50TH PCT REPLACE ELEVATORS AND GENERATORS,Yes - Single Building,056POD50ELGE,mapped,,,
,NYPD,,,,,"ITT, Vehicles, and Equipment",Gator Patrol Vehicle in Cortland Park for the 50th Pct.,No - Can never be mapped,111PO-D185GA,mapped,,,
,NYPD,,,,,Fixed Asset,45TH PCT - BATHROOM RENOVATION,Yes - Single Building,056POD45BATH,mapped,,,
,NYPD,,,,,"ITT, Vehicles, and Equipment",PSAC2 DATA CENTER,No - Can never be mapped,111PO163PSAC,mapped,,,
,NYPD,,,,,Fixed Asset,11 FRONT STR RENOVATION,Yes - Single Building,056PO7911FR,mapped,,,
,NYPD,,,,,Fixed Asset,FRONT STREET PROPERTY CLERK,Yes - Single Building,056SANDCD1,mapped,,,
211 UNION AVE,NYPD,3024650100.0,3034563,BROOKLYN,,"ITT, Vehicles, and Equipment",90 precinct computer equipment and infrastructure upgrades,Yes - Single Building,056PO163-90,mapped,,,11211.0
211 UNION AVE,NYPD,3024650100.0,3063633,BROOKLYN,,Fixed Asset,90TH PRECINCT LOCKER ROOM RENOVATION,Yes - Single Building,056PO7990LOC,mapped,,,11211.0
211 UNION AVE,NYPD,3024650100.0,3063633,BROOKLYN,,Fixed Asset,90TH PCT - LOCKER ROOM UPGRADE,Yes - Single Building,056POD90LOCK,mapped,,,11211.0
,NYPD,,,,,Fixed Asset,75TH PCT CHILLER REPLACEMENT,Yes - Single Building,056PO79BMAJH,mapped,,,
421 Empire Blvd,NYPD,13100001.0,3034563,BROOKLYN,,"ITT, Vehicles, and Equipment",71ST PRECINCT PHONE SYSTEM - PHONE WIRING INFRASTRUCTURE,Yes - Single Building,111PO-D185N,mapped,,,11225.0
,NYPD,,,,,"ITT, Vehicles, and Equipment",Passenger Van for 70th Pct,No - Can never be mapped,111PO-D185B1,mapped,,,
,NYPD,,,,,Fixed Asset,61ST PCT PARKING LOT REPLACEMENT,Yes - Single Building,056PO7961PK,mapped,,,
,NYPD,,,,,Fixed Asset,61ST PCT PARKING,Yes - Single Building,056POD61PARK,mapped,,,
,NYPD,,,,,"ITT, Vehicles, and Equipment",61ST PCT TELEPHONE SYSTEM UPGRADE,Yes - Single Building,111PO-D046C,mapped,,,
,NYPD,,,,,Fixed Asset,63RD BATHROOM RENOVATION,Yes - Single Building,056PO79BMAHX,mapped,,,
,NYPD,,,,,,NYPD - 09-064; 69th Precinct; 9720 Foster Avenue,Yes - Multi-site,856E09-00030,mapped,,,
,NYPD,,,,,"ITT, Vehicles, and Equipment",12 Passenger Vans for Housing Bureau,No - Can never be mapped,111PO185-11L,mapped,,,
,NYPD,,,,,"ITT, Vehicles, and Equipment",Sprinter Mobile Command Posts - (Housing Bureau),No - Can never be mapped,111PO185-11M,mapped,,,
2951 West 8th Street,NYPD,3072790290.0,3394728,BROOKLYN,,Fixed Asset,60TH ELECTRICAL CONDUIT,Yes - Single Building,056SANDCD11,mapped,,,11224.0
,NYPD,,,,,Fixed Asset,FACADE REPLACEMENT AND REPAIR 114TH PCT,Yes - Single Building,056PO79BMAJC,mapped,,,
,NYPD,,,,,"ITT, Vehicles, and Equipment",ONSITE FUEL TRANSPORT TRUCK,Yes - Single Building,111PO185-OIL,mapped,,,
,NYPD,,,,,"ITT, Vehicles, and Equipment",104TH PRECINCT TELEPHONE SYSTEM UPGRADE,Yes - Single Building,111PO-D046G,mapped,,,
,NYPD,,,,,Fixed Asset,109th Precinct Locker Room Upgrade,Yes - Single Building,056PO-Q109,mapped,,,
,NYPD,,,,,Fixed Asset,111th Precinct Locker Room Upgrade,Yes - Single Building,056PO-Q111,mapped,,,
,NYPD,,,,,Fixed Asset,106th pct FACADE,Yes - Single Building,056PO79BMAIJ,mapped,,,
,NYPD,,,,,Fixed Asset,106TH PCT - UPGRADE COMMUNITY ROOM,Yes - Single Building,056POD106COM,mapped,,,
,NYPD,,,,,Fixed Asset,FACADE AT NYPD'S FORENSIC LABORATORY,Yes - Single Building,056PO79BMAII,mapped,,,
,NYPD,,,,,Fixed Asset,FDNY E331/L173 FIREHOUSE FOUNDATION-NYPD HARBOR ADAM MARINA,Yes - Single Building,057F175-GOLD,mapped,,,
,NYPD,,,,,Fixed Asset,101ST PCT HANDICAP RAMP,Yes - Single Building,056PO79BMAHM,mapped,,,
,NYPD,,,,,Fixed Asset,110TH FACADE,Yes - Single Building,056PO79BMAIF,mapped,,,
,NYPD,,,,,Fixed Asset,100TH ELECTRICAL CONDUIT,Yes - Single Building,056SANDCD12,mapped,,,
,NYPD,,,,,"ITT, Vehicles, and Equipment",DATA CENTER AT NEW POLICE ACADEMY,Yes - Single Building,111PO163DC02,mapped,,,
,NYPD,,,,,"ITT, Vehicles, and Equipment",Specialized vehicle for the 123 Pct.,Yes - Single Building,111PO-D185SI,mapped,,,
,NYPD,,,,,Fixed Asset,120TH PCT - NEW HVAC SYSTEM,Yes - Single Building,056PO79120AC,mapped,,,
50 Aviation Road,NYPD,,,BROOKLYN,,Fixed Asset,FLOYD BENNETT FIELD ELECTRICAL,Yes - Multi-site,056SANDCD4,mapped,,,11234.0
50 Aviation Road,NYPD,,,BROOKLYN,,Fixed Asset,FLOYD BENNETT FIELD ELECTRICAL,Yes - Multi-site,056SANDCD4,mapped,,,11234.0
50 Aviation Road,NYPD,,,BROOKLYN,,Fixed Asset,FLOYD BENNETT FIELD ELECTRICAL,Yes - Multi-site,056SANDCD4,mapped,,,11234.0
,NYPD,,,,,"ITT, Vehicles, and Equipment",OLWS - PHOTO IMAGING SYSTEM,No - Can never be mapped,111PO163-36,mapped,,,
