"Budget Code","Budget Code Name"
3034,"PURCHASE & INSTALLATION OF PORT. THEATRE","="""""
6019,"PURCHASE & INSTALLATION OF REPROGRAPHIC","="""""
2050,"PURCHASE & INSTALLATION OF STAGE FLOOR,","="""""
4013,"PURCHASE & INSTALLATION OF STUDENT INFOR","="""""
4017,"PURCHASE & INSTALLATION OF STUDENT INFOR","="""""
T121,"PURCHASE/INSTALLATION OF SYSTEMS FOR FLE","="""""
T507,"PURCHASE & INSTALLATION OF T.A. MACHINER","="""""
S002,"PURCHASE-INSTALLATION OF TELECOMMUNICATI","="""""
3011,"PURCHASE & INSTALLATION OF TELEPHONE EQU","="""""
1022,"PURCHASE & INSTALLATION OF TELEPHONE SYS","="""""
C6D5,"PURCHASE & INSTALLATION OF TELEPHONE SYS","="""""
FIRE,"PURCHASE/INSTALLATION OF TWO RECORD MICR","="""""
HS01,"PURCHASE & INSTALLATION OF UP GRADED COM","="""""
S1B2,"PURCHASE & INSTALLATION OF VIDEO EQUIP F","="""""
2024,"PURCHASE & INSTALLATION OF WANGNET LAN (","="""""
SAFQ,"PURCHASE INSTALLATION OR ADDITION TO TEL","="""""
CODE,"PURCHASE INSTALLATION OR ADDITION TO TEL","="""""
D706,"PURCHASE INSTALLATION OR ADDITION TO TEL","="""""
TST8,"PURCHASE INSTALLATION OR ADDITION TO TEL","="""""
LOB3,"PURCHASE/INSTALLATION OZONE PURIFICATION","="""""
ARTM,"PURCHASE & INSTALL AUTO FIRE & SECURE AL","="""""
BELM,"PURCHASE/INSTALL BMS AT 3 BRX. LIBRARIES","="""""
IRRG,"PURCHASE/INSTALL CCTV SECURITY SYS AT SN","="""""
C9D5,"PURCHASE & INSTALL COMPUTER EQUIP FOR MA","="""""
C8D5,"PURCHASE & INSTALL COMPUTER HARDWARE EQU","="""""
S1B9,"PURCHASE/INSTALL COMPUTERIZED CLASSROOM","="""""
FST3,"PURCHASE/INSTALL COMPUTERIZED, NETWORKED","="""""
PIT2,"PURCHASE/INSTALL COMPUTERIZED VIDEO PROJ","="""""
A59M,"PURCHASE/INSTALL COMPUTER NETWORK FOR US","="""""
75PP,"PURCHASE/INSTALL EDP EQPT FOR USE BY DOI","="""""
LIF1,"PURCHASE & INSTALL EIGHT VEHICLE LIFTS F","="""""
2047,"PURCHASE & INSTALL EQUIP FOR COMPUTER MA","="""""
CPVG,"PURCHASE & INSTALL EQUIPMENT COSTING > $","="""""
CL10,"PURCHASE & INSTALL EQUIPMENT COSTING MOR","="""""
C304,"PURCHASE & INSTALL EQUIPMENT TO AUTOMATE","="""""
P103,"PURCHASE & INSTALL F & E (H. MILLER) AT","="""""
P063,"PURCHASE & INSTALL F & E (H. MILLER) AT","="""""
M026,"PURCHASE & INSTALL F & E (H. MILLER) AT","="""""
M025,"PURCHASE & INSTALL F&E, INCL H. MILLER A","="""""
MELS,"PURCHASE/INSTALL. FOOD SERVICE EQUIP (TR","="""""
S2B2,"PURCHASE & INSTALL FURNITURE & EQUIP FOR","="""""
N712,"PURCHASE/INSTALL HARDWARE/SOFTWARE/SVCS","="""""
A435,"PURCHASE & INSTALL HERMAN MILLER WALL SY","="""""
CCEE,"PURCHASE & INSTALL MAGNETIC * ALARM SYS","="""""
C1A7,"PURCHASE & INSTALL MAGNETIC SPECTROSCOPE","="""""
S3B3,"PURCHASE &INSTALL MICRO-COMPUT LAB-DEPT.","="""""
A612,"PURCHASE & INSTALL NEW FDNY CONDUIT (FIR","="""""
WANS,"PURCHASE & INSTALL NEW NETWORK EQMT FOR","="""""
ACAS,"PURCHASE/INSTALL NEW TELEPHONE AND VOICE","="""""
C012,"PURCHASE & INSTALL.OF A CLOSED CIRCUIT S","="""""
7009,"PURCHASE & INSTALL OF A ROTARY ENGRAVING","="""""
SCCI,"PURCHASE/INSTALL OF CITYWIDE TELECOMMUNI","="""""
6017,"PURCHASE & INSTALL OF CLIMATE CONTROL AN","="""""
D150,"PURCHASE & INSTALL OF COMP HARDWARE & SO","="""""
2003,"PURCHASE & INSTALL OF DIGITAL MUSIC LAB","="""""
STA1,"PURCHASE & INSTALL OF ELEC DATA PROCESSI","="""""
HEB1,"PURCHASE/INSTALL OF ELECTRIC GENERATOR A","="""""
7011,"PURCHASE & INSTALL OF SECURITY ACCESS CO","="""""
N814,"PURCHASE/INSTALL OF SYSTEMWIDE COMPUTERI","="""""
OTBC,"PURCHASE & INSTALL OF X-RAY SCREENING UN","="""""
7002,"PURCHASE & INSTALL PABX PHONE SYS; QUEEN","="""""
S1B5,"PURCHASE & INSTALL ""PABX"" TELEPHONE SYS","="""""
LCC1,"PURCHASE & INSTALL PC NETWORK FOR HEALTH","="""""
PRA1,"PURCHASE/INSTALL RESEARCH EQUIP SYSTEM A","="""""
9303,"PURCHASE/INSTALL SECURITY SYS FOR ARTWOR","="""""
CALL,"PURCHASE/INSTALL SOLAR POWERED EMERGENCY","="""""
DRWA,"PURCHASE/INSTALL SOUND SYSTEM AT LAMAMA","="""""
SCAM,"PURCHASE & INSTALL SPEED CAMERA SYSTEM,","="""""
M800,"PURCHASE & INSTALL TELECOM & EDP EQPT FO","="""""
C407,"PURCHASE & INSTALL TELEPHONE SYSTEM. LGC","="""""
TYSN,"PURCHASE & INSTALL TELEPHONE SYS W/VOICE","="""""
ART1,"PURCHASE/INSTALL THEATRICAL LIGHTING SYS","="""""
TRL6,"PURCHASE & INSTALL TRAILER AT COLUMBIA S","="""""
XMAC,"PURCHASE & INSTALL X-RAY MACHINES IN CIT","="""""
PICK,"PURCHASE & INSTAL OF AN AUTO- MATED ATTE","="""""
FMNF,"PURCHASE & INSTAL OF KODAK 2120 PHOTO-DU","="""""
E700,"PURCHASE & INSTAL OF MAINFRAME UPGRADE A","="""""
AR05,"PURCHASE & INSTAL OF TELEPHONE SYS. FOR","="""""
TRAC,"PURCHASE/INSTAL ""TREE MANAGER"" COMPUTER","="""""
2028,"PURCHASE & INSTL. OF EQUIP FOR BUSINESS","="""""
VNNS,"PURCHASE/INST. OF AUDIO-VISUAL AND LIGHT","="""""
9801,"PURCHASE & INST. OF ELECTRONIC SECURITY","="""""
7001,"PURCHASE & INST. OF NOTIS SYSTEM (COMPUT","="""""
1010,"PURCHASE & INST. OF RETENTION/ EARLY ADV","="""""
T122,"PURCHASE/INST. OF SYSTEM FOR FLEET ADMIN","="""""
1007,"PURCHASE & INSTRALLATION OF COMPUTER EQU","="""""
DDC1,"PURCHASE & INTALLATION OF A VOICE MAIL S","="""""
933D,"PURCHASE MAINTENANCE VEHICLES & EQUIPMEN","="""""
VEH9,"PURCHASE MAINTENANCE VEHICLES FOR BKLYN","="""""
9603,"PURCHASE MED. LAB CTR EQUIP; HOSTOS CC;","="""""
Q063,"PURCHASE MOTOR VEHICLES .","="""""
PRIT,"PURCHASE NETWORKED PRINT & IMAGING EQMT","="""""
STOR,"PURCHASE NETWORK EQMT FOR UPGRADE OF DAT","="""""
U229,"PURCHASE NEW BOATS","="""""
CM14,"PURCHASE OF 1000 DESKTOP COMPUTERS FOR N","="""""
SCND,"PURCHASE OF 12 PASSENGER VAN TO TRANSPOR","="""""
H223,"PURCHASE OF 1 PERFECT BINDER COST $15,00","="""""
BDRM,"PURCHASE OF 1 PERFECT BINDER COST $15K P","="""""
NHS5,"PURCHASE OF 20 SPECTRUM ANALYZER XRF MAC","="""""
COL3,"PURCHASE OF 212 NEW R143 SUBWAY CARS: CI","="""""
D141,"PURCHASE OF 2 20-FOOT CARGO TRUCKS AND 3","="""""
P158,"PURCHASE OF 2 CUBE VANS FOR FINANCIAL IN","="""""
LAB4,"PURCHASE OF 2 GAS CHROMATOGRAPHS FOR NYP","="""""
4002,"PURCHASE OF 2 MOTOR VEHICLES: A.K.A. MOB","="""""
EHWI,"PURCHASE OF 2 PHOTO TYPE SETTERS AND ANC","="""""
FDRM,"PURCHASE OF 2 ROLLFEED PERFECTOR OFFSET","="""""
BOIL,"PURCHASE OF 2 VEH. FOR AFTER CARE UNIT,","="""""
VH85,"PURCHASE OF 42 12-PASSENGER VANS ($77K P","="""""
H100,"PURCHASE OF 44 PASSENGER BUS HR-109","="""""
VEC3,"PURCHASE OF 4 MOTOR VEHICLES WITH A UNIT","="""""
FRV1,"PURCHASE OF 4 ROLL-OFF CONTAINER TRUCKS","="""""
CHLD,"PURCHASE OF 4 X 2 CAB FORWARD BOX BODY T","="""""
VH90,"PURCHASE OF 50-TON HEAVY-DUTY WRECKER (T","="""""
SLA4,"PURCHASE OF 6 FIFTEEN PASSENGER VANS FOR","="""""
4000,"PURCHASE OF A 12 PASSENGER VAN HAVING A","="""""
CCFE,"PURCHASE OF A CAD WORKSTATION AT QUEENSB","="""""
HOS3,"PURCHASE OF A CONDOR TRUCK FOR NEW YORK","="""""
PB01,"PURCHASE OF AERIAL LIFT FOR REPAIR/REPL'","="""""
VAFH,"PURCHASE OF A FIVE-YARD DUMP TRUCK & 4 W","="""""
AMNH,"PURCHASE OF A FRONT END LOADER FOR WAVE","="""""
SIH2,"PURCHASE OF A GRAPHIC SIGNAGE SYSTEM FOR","="""""
EDPE,"PURCHASE OF A HEAVY DUTY COPIER FOR BROO","="""""
QSWR,"PURCHASE OF AMBULANCES","="""""
G611,"PURCHASE OF AMBULANCES INCLUDING ORIG EQ","="""""
TROP,"PURCHASE OF A MOTOR VECHILE SEATING 32 F","="""""
H200,"PURCHASE OF A MOTOR VEHICLE W/A UNIT COS","="""""
AFAC,"PURCHASE OF AN ARTS-ONLINE DATABASE: JOI","="""""
C220,"PURCHASE OF AN AUTOMATED FUEL* MANAGEMEN","="""""
PUCK,"PURCHASE OF AN AUTOMATIC PALLET STRETCH","="""""
FQBC,"PURCHASE OF AN INTERACTIVE VOICE RESPONS","="""""
H400,"PURCHASE OF A PICK-UP TRUCK FOR HALL OF","="""""
N300,"PURCHASE OF A PICK-UP TRUCK FOR STATEN I","="""""
7000,"PURCHASE OF ARRAIGNMENT VIDEO SYSTEM HAV","="""""
AFAM,"PURCHASE OF ARTS-ONLINE DATABASE & COMPU","="""""
0888,"PURCHASE OF A SHEDDER MIXER FOR THE NEW","="""""
W100,"PURCHASE OF A SIXTEEN FOOT TRUCK TO TRAN","="""""
KG01,"PURCHASE OF A SURVEILLANCE VAN HAVING A","="""""
2002,"PURCHASE OF A THV FOR QUEENS HAVING A UN","="""""
F202,"PURCHASE OF A TRUCK/WITH SNOW- PLOW ESTI","="""""
VEH2,"PURCHASE OF A TUB GRINDER FOR NY BOTANIC","="""""
7023,"PURCHASE OF AUDIO & COMM EQUIP SYS AT ME","="""""
8008,"PURCHASE OF AUTOCLAVE EQUIP. FOR KINGSBO","="""""
B002,"PURCHASE OF AUTOMOTIVE EQUIPMENT - FORKL","="""""
B023,"PURCHASE OF AUTOMOTIVE EQUIPMENT FOR TRA","="""""
B005,"PURCHASE OF AUTOMOTIVE EQUIPMENT - TRUCK","="""""
B006,"PURCHASE OF AUTOMOTIVE EQUIPMENT - VANS","="""""
B004,"PURCHASE OF AUTOMOTIVE EQUIPMENT-VANS AN","="""""
AOM1,"PURCHASE OF AUTO & OTHER EQUIP FLEET REP","="""""
6022,"PURCHASE OF A VIDEO EDITING SYSTEM AT BO","="""""
POV2,"PURCHASE OF AV PRESENTING, AV EDITING","="""""
LAB2,"PURCHASE OF AXION 2 MASS SPECTROMETER FO","="""""
BIOG,"PURCHASE OF BIO DIESEL GENERATOR","="""""
K394,"PURCHASE OF BIOLOGICAL SCIENCE EQUIPMENT","="""""
Q103,"PURCHASE OF BOAT, MOTORIZED MOTORIZED HA","="""""
B638,"PURCHASE OF BOOKMOBILE FOR BORO-WIDE USA","="""""
WTC1,"PURCHASE OF BULLDOZERS, PAYLOADERS, & TR","="""""
35CI,"PURCHASE OF BUSES (400)","="""""
TC-I,"PURCHASE OF BUSES FOR THE NYC TRANSIT AU","="""""
T900,"PURCHASE OF BUSES FOR USE BY THE T.A. (C","="""""
T708,"PURCHASE OF BUSES FOR USE BY THE TRANSIT","="""""
S3B8,"PURCHASE OF CAPITAL EQUIPMENT - COMMUNIT","="""""
B503,"PURCHASE OF CAPITAL VEHICLE W/ USEFUL LI","="""""
T303,"PURCHASE OF CAPITAL VEHICLE W/ USEFUL TI","="""""
AMHC,"PURCHASE OF CARGO VAN (12 PASSENGER) & ""","="""""
HYPH,"PURCHASE OF CARGO VAN & FORK- LIFT TRUCK","="""""
D142,"PURCHASE OF CARGO VAN FOR USE BY DEPT HO","="""""
A002,"PURCHASE OF CARGO VANS; EA. UNIT COST>$1","="""""
N467,"PURCHASE OF CAROUSEL; EST LIFE 15 YRS; R","="""""
MATL,"PURCHASE OF CCTV SYS FOR JAMAICA ARTS CT","="""""
PRB2,"PURCHASE OF CHECK BURSTING MACHINE FOR O","="""""
DDC3,"PURCHASE OF CHEMISTRY LAB EQUIPMENT FOR","="""""
DENT,"PURCHASE OF CITY-OWNED & OPERATED MOBILE","="""""
APVC,"PURCHASE OF COLLECTION AND ACCOUNTING CO","="""""
3CPV,"PURCHASE OF COMMAND POST/TEMPORARY HEADQ","="""""
T118,"PURCHASE OF COMPUTER EQUIP FOR DCAS TO U","="""""
HA03,"PURCHASE OF COMPUTER EQUIP FOR EDC","="""""
F039,"PURCHASE OF COMPUTER EQUIP FOR EDC.","="""""
3101,"PURCHASE OF COMPUTER EQUIP FOR MANHATTAN","="""""
BAIS,"PURCHASE OF COMPUTER EQUIP. FOR OFFICE O","="""""
A540,"PURCHASE OF COMPUTER EQUIP FOR THE CIVI","="""""
2022,"PURCHASE OF COMPUTER EQUIP FOR WP LAB AT","="""""
1014,"PURCHASE OF COMPUTER EQUIPMENT FOR LEARN","="""""
T001,"PURCHASE OF COMPUTER EQUIPMENT FOR THE D","="""""
K952,"PURCHASE OF COMPUTER EQUIPMENT FOR THE S","="""""
6024,"PURCHASE OF COMPUTER HARDWARE ACADEMIC D","="""""
3100,"PURCHASE OF COMPUTER HARDWARE FOR ADMINI","="""""
H161,"PURCHASE OF COMPUTER HARD WARE/SOFTWARE","="""""
3028,"PURCHASE OF COMPUTER INFORMATION SYSTEM","="""""
G194,"PURCHASE OF COMPUTER MICROGRAPHIC EQUIPM","="""""
G182,"PURCHASE OF COMPUTER MICROGRAPHIC EQUIPM","="""""
FAMS,"PURCHASE OF COMPUTER NETWORK FOR MANAGEM","="""""
WEBS,"PURCHASE OF COMPUTER SYSTEM FOR OFFICE O","="""""
CARN,"PURCHASE OF CONCESSION TRAILER FOR S.I.","="""""
SGAR,"PURCHASE OF CONSTRUCTION SIGNS FOR HPD P","="""""
SGAN,"PURCHASE OF CONSTRUCTION SIGNS FOR HPD P","="""""
G026,"PURCHASE OF CONVERSANT INTRO VOICE INFO","="""""
SOMA,"PURCHASE OF COPIER SYSTEM FOR BROOKLYN C","="""""
HHH3,"PURCHASE OF COPYING MACHINE SYSTEM FOR T","="""""
L901,"PURCHASE OF CRANES FOR USE AT D.O.S. WAS","="""""
D091,"PURCHASE OF DATA PROCESSING EQUIPMENT FD","="""""
CCV1,"PURCHASE OF DIESEL POWERED BEACH VEHICLE","="""""
G179,"PURCHASE OF DISK, DRUM, TAPE, AND RELATE","="""""
G191,"PURCHASE OF DISK, DRUM, TAPE, & RELATED","="""""
A618,"PURCHASE OF DUPLICATING AND BINDING EQUI","="""""
U420,"PURCHASE OF EDP COMP EQUIPMENT CITY COUN","="""""
A045,"PURCHASE OF EDP COMP EQUIPMENT COST > $1","="""""
A044,"PURCHASE OF EDP COMPUTER EQUIP COST> $15","="""""
APTV,"PURCHASE OF EDP EQUIP FOR BVARR CENTRAL","="""""
T120,"PURCHASE OF EDP EQUIP (LAN) FOR DGS, CIT","="""""
9301,"PURCHASE OF EDP EQUIPMENT; CENTER III, L","="""""
A421,"PURCHASE OF EDP EQUIPMENT CITY COUNCIL F","="""""
T119,"PURCHASE OF EDP EQUIPMENT FOR VARIOUS OF","="""""
COVL,"PURCHASE OF EDP EQUIP WITH USEFUL LIFE >","="""""
MNTC,"PURCHASE OF EDP EQUIP WITH USEFUL LIFE >","="""""
HNY3,"PURCHASE OF ELECTRONIC DATA PROCESSING &","="""""
ART8,"PURCHASE OF ELECTRONIC DATA PROCESSING A","="""""
OMO2,"PURCHASE OF ELECTRONIC DATA PROCESSING A","="""""
HUR5,"PURCHASE OF ELECTRONIC DATA PROCESSING A","="""""
ANTI,"PURCHASE OF ELECTRONIC DATA PROCESSING A","="""""
7AFA,"PURCHASE OF ELECTRONIC DATA PROCESSING A","="""""
HNY2,"PURCHASE OF ELECTRONIC DATA PROCESSING E","="""""
HNY7,"PURCHASE OF ELECTRONIC DATA PROCESSING E","="""""
HNY4,"PURCHASE OF ELECTRONIC DATA PROCESSING E","="""""
IFAY,"PURCHASE OF ELECTRONIC DATA PROCESSING E","="""""
PROB,"PURCHASE OF ELECTRONIC PUBLISH ING SYSTE","="""""
LIN2,"PURCHASE OF EMERGENCY/SECURITY VEHICLE S","="""""
S050,"PURCHASE OF EMS VEHICLE (MERV. VAN); EST","="""""
SHL3,"PURCHASE OF EQUIP AND MAINTENANCE VEHICL","="""""
SERP,"PURCHASE OF EQUIP FOR MAINTENANCE, WAVE","="""""
YUTH,"PURCHASE OF EQUIP FOR THE INSTALLATION O","="""""
U199,"PURCHASE OF EQUIPMENT BY D.P.R HAVING A","="""""
CSEV,"PURCHASE OF EQUIPMENT FOR CONSTR. AND MA","="""""
G511,"PURCHASE OF EQUIPMENT FOR JHS 259-K IN C","="""""
3012,"PURCHASE OF EQUIPMENT FOR LANGUAGE LEARN","="""""
RK09,"PURCHASE OF EQUIPMENT FOR MAINTENANCE; C","="""""
B009,"PURCHASE OF EQUIPMENT FOR MAINTENANCE; C","="""""
U198,"PURCHASE OF EQUIPMENT FOR MAINTENANCE OF","="""""
A199,"PURCHASE OF EQUIPMENT FOR MAINTENANCE PA","="""""
2023,"PURCHASE OF EQUIPMENT FOR MUSIC LAB AT H","="""""
9002,"PURCHASE OF EQUIPMENT FOR PHYSICS LAB CO","="""""
HA04,"PURCHASE OF EQUIPMENT PT-385 THE PURCHAS","="""""
C992,"PURCHASE OF EQUIPMENT TO REFILL AIR CYLI","="""""
D011,"PURCHASE OF EQUIPMENT TO TRAIN FIREFIGHT","="""""
GG14,"PURCHASE OF EQUIP REQUIRED FOR MAINTEN O","="""""
3010,"PURCHASE OF FACULTY COMMUNICATION EQUIPM","="""""
RUG2,"PURCHASE OF F + E FOR BRIGHTON BCH BRANC","="""""
Z447,"PURCHASE OF F&E FOR P.S. 145-K MOD. CLAS","="""""
C522,"PURCHASE OF F&E FOR PS 79X CONVERSION OF","="""""
C370,"PURCHASE OF F&E FOR SO. BRONX HS - X ATH","="""""
GAT1,"PURCHASE OF F & E FOR UNDER- GROUND BLDG","="""""
E900,"PURCHASE OF FIBER OPTIC SYSTEM FOR KINGS","="""""
G615,"PURCHASE OF FIREBOATS FOR FIREFIGHTING","="""""
SI01,"PURCHASE OF FLOATING DERRICK AT A COST O","="""""
D152,"PURCHASE OF FORKLIFT/TRUCK/FOR DEPARTMEN","="""""
94Q2,"PURCHASE OF FORK LIFT TRUCKS UNIT COST O","="""""
G610,"PURCHASE OF FORKLIFT VEHICLES","="""""
LAW5,"PURCHASE OFFSET WEB PRESS FOR PRINT SHOP","="""""
A460,"PURCHASE OF FURNITURE AND EQUIPMENT FOR","="""""
B462,"PURCHASE OF FURNITURE AND EQUIPMENT FOR","="""""
E537,"PURCHASE OF FURNITURE AND EQUIPMENT FOR","="""""
C070,"PURCHASE OF FURNITURE AND EQUIPMENT FOR","="""""
A516,"PURCHASE OF FURNITURE AND EQUIPMENT FOR","="""""
A340,"PURCHASE OF FURNITURE AND EQUIPMENT FOR","="""""
A940,"PURCHASE OF FURNITURE AND EQUIPMENT FOR","="""""
A501,"PURCHASE OF FURNITURE AND EQUIPMENT FOR","="""""
A461,"PURCHASE OF FURNITURE & EQUIP. FOR JHS 1","="""""
P153,"PURCHASE OF GRAPHIC PRINTING PRESS AND E","="""""
D947,"PURCHASE OF GRAPHICS CAMERA SYS (REPLACE","="""""
GCAM,"PURCHASE OF GRAPHICS CAMERA SYST (REPLAC","="""""
ROCK,"PURCHASE OF GROUND KEEPING EQUIP. FOR NY","="""""
SHED,"PURCHASE OF GROUNDSKEEPING EQUIP. FOR TH","="""""
CFFC,"PURCHASE OF GROUNDS KEEPING EQUIPMENT FO","="""""
1105,"PURCHASE OF GYM EQUIPMENT ID# 17009","="""""
K501,"PURCHASE OF HAND-HELD METER READING SYST","="""""
SAPP,"PURCHASE OF HAND READER MACHINES FOR THE","="""""
WIND,"PURCHASE OF HARDWARE, SOFTWARE & TRAININ","="""""
AIDS,"PURCHASE OF HARDWARE, SOFWARE DATA COMMU","="""""
FCAD,"PURCHASE OF HEAVY DUTY PICKUP TRUCK W/SP","="""""
OPDR,"PURCHASE OF HEAVY DUTY PICKUP TRUCK W/SP","="""""
CCAB,"PURCHASE OF HIGH SPEED CENTRIFUGE AT LAG","="""""
ACOA,"PURCHASE OF IMPACT PRINTER * FOR OFFICE","="""""
A469,"PURCHASE OF INITIAL FURNISHING @ JHS 109","="""""
B510,"PURCHASE OF INITIAL FURNITURE & EQUIPMEN","="""""
2248,"PURCHASE OF JEEP CHEROKEE W/ SNOW PLOW F","="""""
1003,"PURCHASE OF JEEP CHEROKEE W/ SNOW PLOW F","="""""
6021,"PURCHASE OF LAB EQUIPMENT FOR SCHOOL OF","="""""
HL01,"PURCHASE OF LAB EQUIPMENT FOR WATER POLL","="""""
R100,"PURCHASE OF LAB EQUIPMENT FOR WATER QUAL","="""""
TAXI,"PURCHASE OF LABORATORY TESTING EQUIPMENT","="""""
TRSH,"PURCHASE OF LAN COMP. SYS. FOR FIELD AUD","="""""
BUSC,"PURCHASE OF LEAD TESTING EQUIP X-RAY FLU","="""""
LLE1,"PURCHASE OF LIBERTY LINES EXPRESS INCL","="""""
WTC5,"PURCHASE OF LIGHT GENERATOR TRUCK FOR EM","="""""
H590,"PURCHASE OF MACHINERY AND APP- ARATUS FO","="""""
Q622,"PURCHASE OF MACHINERY AND APPARATUS FOR","="""""
RM45,"PURCHASE OF MACHINERY AND APPARATUS FOR","="""""
AK02,"PURCHASE OF MACHINERY AND APPARATUS FOR","="""""
Q102,"PURCHASE OF MACHINERY AND APPARATUS WITH","="""""
F017,"PURCHASE OF MACHINERY & APPARATUS FOR CO","="""""
D200,"PURCHASE OF MACHINERY & APPARATUS FOR CO","="""""
AVEM,"PURCHASE OF MACHINERY & APPARATUS FOR CO","="""""
D201,"PURCHASE OF MACHINERY & APPARATUS FOR CO","="""""
D300,"PURCHASE OF MACHINERY & APPARATUS FOR CO","="""""
K017,"PURCHASE OF MACHINERY & APPARATUS FOR CO","="""""
B200,"PURCHASE OF MACHINERY & APPARATUS FOR MA","="""""
AK04,"PURCHASE OF MACHINERY & EQUIP. FOR USE B","="""""
F704,"PURCHASE OF MACHINERY FOR CONSTRUCTION &","="""""
P154,"PURCHASE OF MAIL INSERTING MACH FOR DEPT","="""""
B003,"PURCHASE OF MAILMOBILE SYSTEMS FOR HPD O","="""""
CAPI,"PURCHASE OF MAIL PROCESSOR & SPECTRUM IN","="""""
G189,"PURCHASE OF MAIN FRAME AND CENTRAL PROCE","="""""
G177,"PURCHASE OF MAIN FRAME AND CENTRAL PROCE","="""""
SIRM,"PURCHASE OF MAINTENANCE EQUIP. FOR USE B","="""""
SN51,"PURCHASE OF MAINTENANCE EQUIPMENT W/COST","="""""
E400,"PURCHASE OF MAINTENANCE VEHI- CLES FOR C","="""""
SPCA,"PURCHASE OF MAJOR EQUIP. FOR HHC FACILIT","="""""
S007,"PURCHASE OF MAJOR EQUIPMENT FOR ELMHURST","="""""
T002,"PURCHASE OF MAJOR EQUIPMENT FOR HHC FACI","="""""
S008,"PURCHASE OF MAJOR EQUIPMENT FOR QUEENS H","="""""
S001,"PURCHASE OF MAMMOGRAPHY VAN FOR WOODHULL","="""""
3031,"PURCHASE OF MANAGEMENT BUSINESS LAB EQUI","="""""
TREM,"PURCHASE OF MEDICAL EMERGENCY VAN (MERVA","="""""
N022,"PURCHASE OF MEDICAL EQUIP FOR HHC FACILI","="""""
TBDH,"PURCHASE OF MEDICAL EQUIP FOR HHC FACILI","="""""
SC18,"PURCHASE OF MEDICAL LAB CENTER EQUIPMENT","="""""
B002,"PURCHASE OF MEDICAL LAB NURSING SIMULATO","="""""
PNTS,"PURCHASE OF MEDICAL & PUBLIC HEALTH EQUI","="""""
3018,"PURCHASE OF MEDICAL RECORDS TECHNOLOGIES","="""""
LM09,"PURCHASE OF MED. LAB NURSING SIMULATOR A","="""""
SCUR,"PURCHASE OF MICROCOMPUTER EQUIPMENT FOR","="""""
G181,"PURCHASE OF MICROCOMPUTER EQUP FOR SPECI","="""""
C051,"PURCHASE OF MICROCOMPUTERS AND WORD PROC","="""""
5024,"PURCHASE OF MICROFICHE EQUIP AT MEDGAR E","="""""
662B,"PURCHASE OF MICROFILM EQUIP AND MAIL PRO","="""""
G192,"PURCHASE OF MINICOMPUTER EQPMT FOR SPECI","="""""
G180,"PURCHASE OF MINICOMPUTER EQPMT FOR SPECI","="""""
G186,"PURCHASE OF MISCELLANEOUS DATA PROCESSIN","="""""
G198,"PURCHASE OF MISCELLANEOUS DATA PROCESSIN","="""""
G196,"PURCHASE OF MISCELLANEOUS DATA PROCESSIN","="""""
BP25,"PURCHASE OF MOBILE DENTAL UNITS FOR NORT","="""""
C32L,"PURCHASE OF MOBILE DIGITAL SYSTEM FOR PO","="""""
QSPA,"PURCHASE OF MOTORIZED BOAT TO BE UTILIZE","="""""
PAL4,"PURCHASE OF MOTOR TRUCKS AND SERVICE VEH","="""""
L100,"PURCHASE OF MOTOR VECHICLE SEATING 16 DS","="""""
S004,"PURCHASE OF MOTOR VEHICLE (NON-PASSENGER","="""""
D301,"PURCHASE OF MOTOR VEHICLE (NON-PASSENGER","="""""
CF70,"PURCHASE OF MOTOR VEHICLES","="""""
Q101,"PURCHASE OF MOTOR VEHICLES. 32 PASSENGER","="""""
M200,"PURCHASE OF MOTOR VEHICLES BY THE DEPT O","="""""
R035,"PURCHASE OF MOTOR VEHICLES COST GREATER","="""""
LIGH,"PURCHASE OF MOTOR VEHICLES EACH WITH A U","="""""
M200,"PURCHASE OF MOTOR VEHICLES (EXCLUDING PA","="""""
H477,"PURCHASE OF MOTOR VEHICLES HAVING A MINI","="""""
A013,"PURCHASE OF MOTOR VEHICLES INCLUDING BUS","="""""
TST2,"PURCHASE OF MOTOR VEHICLES INCLUDING BUS","="""""
C002,"PURCHASE OF MOTOR VEHICLES INCLUDING BUS","="""""
T506,"PURCHASE OF MOTOR VEHICLES INCLUDING BUS","="""""
C500,"PURCHASE OF MOTOR VEHICLES INCLUDING TRU","="""""
R100,"PURCHASE OF MOTOR VEHICLES MAINTENANCE A","="""""
DK11,"PURCHASE OF MOTOR VEHICLES (NON - PASSEN","="""""
VEC4,"PURCHASE OF MOTOR VEHICLES (PICK-UP TRUC","="""""
Q104,"PURCHASE OF MOTOR VEHICLES WITH A UNIT C","="""""
RP07,"PURCHASE OF MOTOR VEHICLES WITH SEATING","="""""
5019,"PURCHASE OF MUSIC TECHNOLOGY LAB FOR QUE","="""""
7019,"PURCHASE OF NETWORKED MICRO COMPUTER LAB","="""""
7016,"PURCHASE OF NETWORKED MICRO COMPUTER LAB","="""""
7027,"PURCHASE OF NETWORKED MICRO COMUTER LAB","="""""
J011,"PURCHASE OF NEW TELEPHONE SWITCHBOARDS F","="""""
C001,"PURCHASE OF NEW TELEPHONE SYSTEM AT 215","="""""
C051,"PURCHASE OF NON-PASSENGER MOTOR VEHICLE;","="""""
C256,"PURCHASE OF NON PASSENGER VEHICLES (TRUC","="""""
